created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 24 12:08:22 +0000 2023;1716788720945533083;"Bakal calon presiden (bacapres) Koalisi Perubahan, Anies Baswedan dalam forum ekonomi bersama Amerika Serikat mengatakan perlu ada reformasi pembiayaan kegiatan partai politik Indonesia.  Menurut Anies, pembiayaan untuk partai politik haruslah seimbang agar program-program dapat… https://t.co/8ay8SqDQOj";8;13;141;459;in;55507370;1716788720945533083;tvOneNews;https://twitter.com/tvOneNews/status/1716788720945533083
Tue Oct 24 07:51:07 +0000 2023;1716723984123957481;"Bacapres Anies Baswedan mengenyam pendidikan dari TK sampai sarjana di Yogyakarta. #publisherstory #pandanganjogja https://t.co/9C2E7Jo3E8";1;9;22;99;in;759692754985242625;1716723984123957481;kumparan;https://twitter.com/kumparan/status/1716723984123957481
Mon Oct 23 23:59:37 +0000 2023;1716605325732913309;"Komunitas HWMI Mengucapkan Selamat Kepada Ketiga Pasangan :  1. Anies Baswedan - Muhaimin Iskandar 2. Ganjar Pranowo - Mahfud MD 3. Prabowo Subianto - Gibran Rakabuming Raka   Yang Telah Resmi Sebagai Bacapres - Bacawapres Pemilu 2024.   #HubbulWathonMinalIman https://t.co/6TuEK2Htr2";0;0;0;0;in;1510900708228612097;1716605325732913309;KartiniNKRI;https://twitter.com/KartiniNKRI/status/1716605325732913309
Mon Oct 23 20:04:05 +0000 2023;1716546050906030239;"Partai NasDem membeberkan soal banyaknya tokoh nasional yang mendukung dan berjuang bersama pasangan bakal calon presiden (bacapres) Anies Baswedan da... https://t.co/BO3SoE82zB";1;1;5;21;in;46693036;1716546050906030239;inilahdotcom;https://twitter.com/inilahdotcom/status/1716546050906030239
Mon Oct 23 11:36:37 +0000 2023;1716418343744520319;"Survei terbaru Polling Institute menemukan bahwa elektabilitas bakal calon presiden (bacapres) Prabowo Subianto mengungguli Ganjar Pranowo dan Anies Baswedan. #BersamaPrabowo #MenataMasaDepan Prabowo Subianto";0;1;0;0;in;803142898749292544;1716414375282794886;inang_hasiholan;https://twitter.com/inang_hasiholan/status/1716418343744520319
Mon Oct 23 11:01:43 +0000 2023;1716409563547840880;"Bakal calon presiden (bacapres) Anies Baswedan (@aniesbaswedan) menyampaikan, hingga saat ini pemerintah pusat tidak ada panduan yang harus dicapai dan dipertanggungjawabkan oleh masing-masing kepala daerah saat memimpin atau yang biasa disebut Key Performance Indicator (KPI)";0;1;0;0;in;798770586784702464;1716409141009276997;pinterpolitik;https://twitter.com/pinterpolitik/status/1716409563547840880
Mon Oct 23 09:34:09 +0000 2023;1716387524871086124;"Bakal calon presiden (bacapres) Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan bersyukur karena telah mengetahui siapa lawan-lawannya pada Pemilihan Presiden (Pilpres) 2024 mendatang. ~J #GibranPrabowo #Anies #Pemilu2024 #JernihMemilih https://t.co/dVOpIlNrEM";0;0;0;5;in;23343960;1716387524871086124;kompascom;https://twitter.com/kompascom/status/1716387524871086124
Mon Oct 23 08:58:43 +0000 2023;1716378606405087667;"Survei terbaru Polling Institute menemukan bahwa elektabilitas bakal calon presiden (bacapres) Prabowo Subianto mengungguli Ganjar Pranowo dan Anies Baswedan. #BersamaPrabowo #MenataMasaDepan Prabowo Subianto";0;1;0;0;in;2428768339;1716376359625449728;Rizwariryb;https://twitter.com/Rizwariryb/status/1716378606405087667
Mon Oct 23 05:00:04 +0000 2023;1716318549042716938;"Anies Baswedan-Muhaimin Iskandar, pasangan bacapres-bacawapres dengan gaya bercanda segar. Mereka mengungkapkan tiga fungsi sarung dalam video yang menghibur di akun Instagram Anies, Senin, 23 Oktober 2023.  https://t.co/oFsV71XXuc";0;1;0;8;in;18129942;1716318549042716938;tempodotco;https://twitter.com/tempodotco/status/1716318549042716938
Mon Oct 23 02:51:06 +0000 2023;1716286092780109824;"Dalam pemeriksaan kesehatan bacapres dan bacawapres Anies Baswedan dan Muhaimin Iskandar, badan pengawas pemilu turut hadir untuk mengawasi rangkaian proses yang dilakukan. https://t.co/ns6OyEQSsE https://t.co/EYvwCoUXm5";0;0;0;0;in;3306771829;1716286092780109824;CNNIDdaily;https://twitter.com/CNNIDdaily/status/1716286092780109824
Mon Oct 23 02:43:30 +0000 2023;1716284179271635317;"Anies Baswedan Tegaskan Koalisi Perubahan Fokus Upaya Pemenangan AMIN  Bacapres Koalisi Perubahan Anies Baswedan menegaskan fokus pada internal koalisi untuk pemenangan daripada mengomentari pasangan capres-cawapres yang akan berkontestasi pada Pilpres 2024. https://t.co/RyRK8GTdA7";0;1;0;0;in;1660829479340740608;1716284179271635317;ilhamyoid;https://twitter.com/ilhamyoid/status/1716284179271635317
Mon Oct 23 02:40:12 +0000 2023;1716283352825938108;"Pasangan bacapres dan bacawapres Anies Baswedan dan Muhaimin Iskandar selesai menjalani tes pemeriksaan RSPAD Gatot Subroto. Pasangan ini tiba di RSPAD sekitar pukul 7 pagi tadi, dan menjalani serangkaian tes kesehatan sekitar 8 jam. https://t.co/ns6OyEQSsE https://t.co/mcNvJF2hkF";0;0;0;1;in;3306771829;1716283352825938108;CNNIDdaily;https://twitter.com/CNNIDdaily/status/1716283352825938108
Sun Oct 22 23:20:00 +0000 2023;1716232967641813373;"Bakal Calon Presiden (Bacapres) Anies Baswedan menyampaikan, hingga saat ini,pemerintah pusat tidak ada guideline yang harus dicapai dan dipertanggungjawabkan oleh masing-masing kepala daerah saat memimpin. https://t.co/VopxSKoXni";0;3;0;6;in;68930552;1716232967641813373;mediaindonesia;https://twitter.com/mediaindonesia/status/1716232967641813373
Sun Oct 22 22:33:07 +0000 2023;1716221170356482319;"Bacapres Anies Baswedan menjawab sejumlah pertanyaan dari anak muda dalam acara 'Desak Anies (Ubah Bareng) Jogja'. #newsupdate #update #news #text https://t.co/0Rr9bAbn2Q";0;1;9;41;in;759692754985242625;1716221170356482319;kumparan;https://twitter.com/kumparan/status/1716221170356482319
Sun Oct 22 16:18:34 +0000 2023;1716126911792021649;"Bacapres Anies Baswedan bicara perjuangan santri dalam melawan penjajah dan membawa kemerdekaan saat menghadiri acara Santri Bersolawat di Lapangan Tegalrejo. #newsupdate #update #news #text https://t.co/c28zFj0hRz";0;2;5;14;in;759692754985242625;1716126911792021649;kumparan;https://twitter.com/kumparan/status/1716126911792021649
Sun Oct 22 08:43:07 +0000 2023;1716012293874757989;"Bacapres Anies Baswedan mengawali rangkaian kegiatannya di Yogyakarta-Magelang dengan memberikan kuliah umum di Kampus Pendidikan Ulama Tarjih Muhammadiyah (PUTM) Kaliurang. #newsupdate #update #news https://t.co/NuIlA9Kmzr";0;0;1;9;in;759692754985242625;1716012293874757989;kumparan;https://twitter.com/kumparan/status/1716012293874757989
