created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Jun 27 01:06:52 +0000 2023;1673498094145794048;"@HusinShihab @ganjarpranowo Ganjar itu Gubernur Jateng, dia baru jadi bacapres krn belum terdaftar di KPU.  Apakah pekerjaan dia daerahnya sendiri sudah beres?  Harusnya si Ganjar ini paham etika ketika berkunjung ke rumah orang, itu yg dia tidak punya, sebagai bawahan presiden dia tegas menolak perintah.";0;0;0;0;in;2881653068;1673226394124574720;AGoeci;https://twitter.com/AGoeci/status/1673498094145794048
Tue Jun 27 01:02:09 +0000 2023;1673496909586272257;"@ch_chotimah2 @ganjarpranowo Minim etika dan adab, baru bacapres belum ke capres sah tp lagu gayany melebihi Presiden, piye toh 😅";0;0;0;2;in;1606431312159838208;1673335739394805767;kamaloeby;https://twitter.com/kamaloeby/status/1673496909586272257
Tue Jun 27 00:55:12 +0000 2023;1673495156744667138;"Bacapres Ganjar Pranowo menemui massa pemuda yaitu kelompok gen z, influencer, hingga aktor di pintu 6 Gelora Bung Karno Senayan.  Ganjar berharap generasi muda bisa terus meningkatkan sisi kreatifitas mereka di era persaingan global.   Maldini Pagi Sore Bobo Seumuran Mimin Peri https://t.co/HkNuHSAWtX";0;3;13;13;in;1401752915803402240;1673495156744667138;Torrez_20_06;https://twitter.com/Torrez_20_06/status/1673495156744667138
Tue Jun 27 00:13:28 +0000 2023;1673484656073908224;"@capparuni @qiunco2761 @ganjarpranowo Iya2 mbleh Insyaallah Tuhan menangin ganjar bukan bacapres yg suka ngibulin orang.";0;1;0;1;in;3120240337;1672793271926669312;IrOnesCrypto;https://twitter.com/IrOnesCrypto/status/1673484656073908224
Mon Jun 26 23:34:15 +0000 2023;1673474788277514241;"@Kayakuwek @WANGON11 @ganjarpranowo maaf aku bukan bayaran, 3 bacapres urutan yg saya pilih no.1 ganjar, kalau gak ganjar ya prabowo. kenapa anis gak masuk? karena saya tahu trade record dari mulai rektor s/d saat ini. Kenapa dia bisa jadi Gub dan Bacapres tanpa punya Anggota Partai? ana Dalang nang mburine sing…";0;0;0;0;in;1548369686676783104;1673000034194046977;AsliLanang2;https://twitter.com/AsliLanang2/status/1673474788277514241
Mon Jun 26 23:18:06 +0000 2023;1673470720901537794;"Nama Tuan Guru Bajang semakin kuat berhembus untuk mendampingi Ganjar Pranowo sebagai Bacapres PDI Perjuangan.  #ganjarpranowo #tuangurubajang #pilpres2024 https://t.co/CW3LwaDf47";0;0;1;4;in;1673319601252466688;1673470720901537794;Perindo_Loteng;https://twitter.com/Perindo_Loteng/status/1673470720901537794
Mon Jun 26 22:34:51 +0000 2023;1673459837131431936;"✍️ Dialog dgn pemuda Ganjar bahas kreativitas  Bacapres @ganjarpranowo menghadiri pertemuan dengan para Gen Z, influencer hingga aktor di Pintu 6 GBK Senayan, Jakarta. Mereka yang hadir mengenakan baju bergambarkan Ganjar Pranowo.  Maldini Pagi Sore Bobo Seumuran Mimin Peri https://t.co/mzWes7HAdJ";0;3;10;8;in;1349266626844061696;1673459837131431936;Hansunriko;https://twitter.com/Hansunriko/status/1673459837131431936
Mon Jun 26 22:34:21 +0000 2023;1673459710912241665;"Presiden @jokowi menghadiri puncak peringatan Bulan Bung Karno yang digelar PDIP di Stadion Gelora Bung Karno Senayan. Acara dihadiri Ketua Umum PDIP Megawati Soekarnoputri, Ketua DPP PDIP Puan Maharani. bacapres PDIP @ganjarpranowo . Maldini Pagi Sore Bobo Seumuran Mimin Peri https://t.co/ogcT9Z9E26";1;3;11;12;in;2907040202;1673459710912241665;Anggita_lung;https://twitter.com/Anggita_lung/status/1673459710912241665
Mon Jun 26 22:33:19 +0000 2023;1673459453696552960;"Bacapres @ganjarpranowo   menemui massa pemuda yaitu kelompok gen z, influencer, hingga aktor di pintu 6 Gelora Bung Karno Senayan. Ganjar berharap generasi muda bisa terus meningkatkan sisi kreatifitas mereka di era persaingan global.   Maldini Pagi Sore Bobo Seumuran Mimin Peri https://t.co/DYoT5ukmX5";1;2;11;12;in;2580861451;1673459453696552960;bamantara00;https://twitter.com/bamantara00/status/1673459453696552960
Mon Jun 26 18:20:03 +0000 2023;1673395713961775104;"Bacapres PDIP Ganjar Pranowo kembaki mengungguli eletabilitas dua pesaingnya Prabowo Subianto dan Anies Baswedan jelang Pemilihan Presiden (Pilpres) 2024.   #Sindonews #news .https://t.co/6J0W77UXjk";0;1;0;1;in;231355136;1673395713961775104;SINDOnews;https://twitter.com/SINDOnews/status/1673395713961775104
Mon Jun 26 17:09:27 +0000 2023;1673377949729587200;"@GheaJhanaLie7 @DrEvaChaniago @ganjarpranowo Urus dulu jateng yg bener, baru ngurus daerah lain, seharus nya klu blusukan yg di urus itu masalah nasional, kasihan herus kerja nya di acak acak bacapres😐😐";0;0;0;0;in;1667561259066343427;1673142716522463232;henkoto777;https://twitter.com/henkoto777/status/1673377949729587200
